Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,operating_profit
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,$50.00 ,475,"$237,500 ",106875,45%,Outlet,2021,1,106875
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,$40.00 ,525,"$210,000 ",63000,30%,Outlet,2021,2,63000
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,$50.00 ,425,"$212,500 ",53125,25%,Outlet,2021,2,53125
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,$50.00 ,425,"$212,500 ",63750,30%,Outlet,2021,2,63750
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$50.00 ,275,"$137,500 ",41250,30%,Outlet,2021,2,41250
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,$55.00 ,200,"$110,000 ",22000,20%,Outlet,2021,2,22000
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,$50.00 ,400,"$200,000 ",90000,45%,Outlet,2021,2,90000
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,550,"$275,000 ",82500,30%,Outlet,2021,3,82500
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,400,"$240,000 ",60000,25%,Outlet,2021,3,60000
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,$65.00 ,425,"$276,250 ",82875,30%,Outlet,2021,3,82875
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,$60.00 ,325,"$195,000 ",58500,30%,Outlet,2021,3,58500
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,$65.00 ,175,"$113,750 ",22750,20%,Outlet,2021,3,22750
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,$60.00 ,375,"$225,000 ",101250,45%,Outlet,2021,3,101250
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,$65.00 ,550,"$357,500 ",107250,30%,Outlet,2021,4,107250
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$70.00 ,350,"$245,000 ",61250,25%,Outlet,2021,4,61250
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,$70.00 ,400,"$280,000 ",84000,30%,Outlet,2021,4,84000
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$55.00 ,300,"$165,000 ",49500,30%,Outlet,2021,4,49500
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,$60.00 ,200,"$120,000 ",24000,20%,Outlet,2021,4,24000
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,$75.00 ,375,"$281,250 ",126563,45%,Outlet,2021,4,126563
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,$60.00 ,575,"$345,000 ",103500,30%,Outlet,2021,5,103500
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,$65.00 ,425,"$276,250 ",69063,25%,Outlet,2021,5,69063
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,$65.00 ,425,"$276,250 ",82875,30%,Outlet,2021,5,82875
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,$60.00 ,325,"$195,000 ",58500,30%,Outlet,2021,5,58500
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,$55.00 ,225,"$123,750 ",24750,20%,Outlet,2021,5,24750
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,$70.00 ,575,"$402,500 ",181125,45%,Outlet,2021,5,181125
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,$65.00 ,825,"$536,250 ",160875,30%,Outlet,2021,6,160875
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$70.00 ,700,"$490,000 ",122500,25%,In-store,2021,6,122500
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,$85.00 ,700,"$595,000 ",178500,30%,In-store,2021,6,178500
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$85.00 ,575,"$488,750 ",146625,30%,In-store,2021,6,146625
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,$95.00 ,450,"$427,500 ",85500,20%,In-store,2021,6,85500
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,$110.00 ,750,"$825,000 ",371250,45%,In-store,2021,6,371250
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,$90.00 ,900,"$810,000 ",243000,30%,In-store,2021,7,243000
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,$95.00 ,750,"$712,500 ",178125,25%,In-store,2021,7,178125
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,$95.00 ,700,"$665,000 ",199500,30%,In-store,2021,7,199500
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,$90.00 ,600,"$540,000 ",162000,30%,In-store,2021,7,162000
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,$95.00 ,650,"$617,500 ",123500,20%,In-store,2021,7,123500
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,$110.00 ,650,"$715,000 ",321750,45%,In-store,2021,7,321750
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,$95.00 ,850,"$807,500 ",242250,30%,In-store,2021,8,242250
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$85.00 ,825,"$701,250 ",175313,25%,In-store,2021,8,175313
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,$80.00 ,700,"$560,000 ",168000,30%,In-store,2021,8,168000
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$80.00 ,475,"$380,000 ",114000,30%,In-store,2021,8,114000
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,$80.00 ,475,"$380,000 ",76000,20%,In-store,2021,8,76000
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,$85.00 ,300,"$255,000 ",114750,45%,In-store,2021,8,114750
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,$60.00 ,500,"$300,000 ",90000,30%,In-store,2021,9,90000
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,$65.00 ,500,"$325,000 ",81250,25%,In-store,2021,9,81250
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,$60.00 ,300,"$180,000 ",54000,30%,In-store,2021,9,54000
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,$60.00 ,250,"$150,000 ",45000,30%,In-store,2021,9,45000
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,$70.00 ,275,"$192,500 ",38500,20%,In-store,2021,9,38500
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,$55.00 ,300,"$165,000 ",74250,45%,In-store,2021,9,74250
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,400,"$200,000 ",60000,30%,In-store,2021,10,60000
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$65.00 ,575,"$373,750 ",93438,25%,In-store,2021,10,93438
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,$60.00 ,400,"$240,000 ",72000,30%,In-store,2021,10,72000
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$55.00 ,375,"$206,250 ",61875,30%,In-store,2021,10,61875
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,$65.00 ,350,"$227,500 ",45500,20%,In-store,2021,10,45500
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,$70.00 ,400,"$280,000 ",126000,45%,In-store,2021,10,126000
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,$55.00 ,625,"$343,750 ",103125,30%,In-store,2021,11,103125
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,700,"$420,000 ",105000,25%,In-store,2021,11,105000
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,$55.00 ,525,"$288,750 ",86625,30%,In-store,2021,11,86625
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$65.00 ,500,"$325,000 ",97500,30%,In-store,2021,11,97500
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,$85.00 ,475,"$403,750 ",80750,20%,In-store,2021,11,80750
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,$90.00 ,600,"$540,000 ",243000,45%,In-store,2021,11,243000
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,$75.00 ,800,"$600,000 ",180000,30%,In-store,2021,12,180000
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,$85.00 ,800,"$680,000 ",170000,25%,In-store,2021,12,170000
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,$80.00 ,600,"$480,000 ",144000,30%,In-store,2021,12,144000
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,$80.00 ,600,"$480,000 ",144000,30%,In-store,2021,12,144000
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,$90.00 ,525,"$472,500 ",94500,20%,In-store,2021,12,94500
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,$95.00 ,625,"$593,750 ",267188,45%,In-store,2021,12,267188
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,$45.00 ,850,"$382,500 ",172125,45%,In-store,2021,1,172125
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,650,"$292,500 ",102375,35%,In-store,2021,1,102375
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,650,"$227,500 ",56875,25%,In-store,2021,1,56875
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,$40.00 ,500,"$200,000 ",60000,30%,In-store,2021,1,60000
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,$55.00 ,550,"$302,500 ",105875,35%,In-store,2021,1,105875
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,$45.00 ,650,"$292,500 ",146250,50%,In-store,2021,1,146250
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,$45.00 ,900,"$405,000 ",182250,45%,In-store,2021,2,182250
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,550,"$247,500 ",86625,35%,In-store,2021,2,86625
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,600,"$210,000 ",52500,25%,In-store,2021,2,52500
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,$40.00 ,475,"$190,000 ",57000,30%,In-store,2021,2,57000
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Men's Apparel,$55.00 ,550,"$302,500 ",105875,35%,In-store,2021,2,105875
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,$45.00 ,650,"$292,500 ",146250,50%,In-store,2021,2,146250
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,$45.00 ,870,"$391,500 ",176175,45%,In-store,2021,3,176175
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,$45.00 ,550,"$247,500 ",86625,35%,In-store,2021,3,86625
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Street Footwear,$35.00 ,575,"$201,250 ",50313,25%,In-store,2021,3,50313
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,$40.00 ,425,"$170,000 ",51000,30%,In-store,2021,3,51000
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,$55.00 ,475,"$261,250 ",91438,35%,In-store,2021,3,91438
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Apparel,$45.00 ,575,"$258,750 ",129375,50%,In-store,2021,3,129375
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,$45.00 ,825,"$371,250 ",167063,45%,In-store,2021,4,167063
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,$45.00 ,525,"$236,250 ",82688,35%,In-store,2021,4,82688
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,$35.00 ,525,"$183,750 ",45938,25%,In-store,2021,4,45938
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,$40.00 ,450,"$180,000 ",54000,30%,In-store,2021,4,54000
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Apparel,$55.00 ,475,"$261,250 ",91438,35%,In-store,2021,4,91438
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Apparel,$45.00 ,600,"$270,000 ",135000,50%,In-store,2021,4,135000
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,$55.00 ,870,"$478,500 ",215325,45%,In-store,2021,5,215325
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,575,"$316,250 ",110688,35%,In-store,2021,5,110688
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,$50.00 ,550,"$275,000 ",68750,25%,In-store,2021,5,68750
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,500,"$250,000 ",75000,30%,In-store,2021,5,75000
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,$60.00 ,525,"$315,000 ",110250,35%,In-store,2021,5,110250
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Apparel,$65.00 ,625,"$406,250 ",203125,50%,In-store,2021,5,203125
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,$60.00 ,875,"$525,000 ",236250,45%,In-store,2021,6,236250
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,625,"$343,750 ",120313,35%,In-store,2021,6,120313
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,$50.00 ,600,"$300,000 ",75000,25%,In-store,2021,6,75000
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,575,"$287,500 ",86250,30%,In-store,2021,6,86250
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Apparel,$65.00 ,575,"$373,750 ",130813,35%,In-store,2021,6,130813
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,$70.00 ,725,"$507,500 ",253750,50%,In-store,2021,6,253750
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,$65.00 ,950,"$617,500 ",277875,45%,In-store,2021,7,277875
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"$420,000 ",147000,35%,In-store,2021,7,147000
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,625,"$343,750 ",85938,25%,In-store,2021,7,85938
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,$55.00 ,575,"$316,250 ",94875,30%,In-store,2021,7,94875
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Apparel,$65.00 ,600,"$390,000 ",136500,35%,In-store,2021,7,136500
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,$70.00 ,775,"$542,500 ",271250,50%,In-store,2021,7,271250
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,$65.00 ,925,"$601,250 ",270563,45%,In-store,2021,8,270563
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,$60.00 ,700,"$420,000 ",147000,35%,In-store,2021,8,147000
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,625,"$343,750 ",85938,25%,In-store,2021,8,85938
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,$45.00 ,575,"$258,750 ",77625,30%,In-store,2021,8,77625
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,$55.00 ,550,"$302,500 ",105875,35%,In-store,2021,8,105875
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,$60.00 ,725,"$435,000 ",217500,50%,In-store,2021,8,217500
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,$55.00 ,850,"$467,500 ",210375,45%,In-store,2021,9,210375
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,650,"$325,000 ",113750,35%,In-store,2021,9,113750
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,$45.00 ,550,"$247,500 ",61875,25%,In-store,2021,9,61875
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,$45.00 ,525,"$236,250 ",70875,30%,In-store,2021,9,70875
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Apparel,$55.00 ,525,"$288,750 ",101063,35%,In-store,2021,9,101063
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Apparel,$60.00 ,625,"$375,000 ",187500,50%,In-store,2021,9,187500
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,$60.00 ,800,"$480,000 ",216000,45%,In-store,2021,10,216000
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,625,"$312,500 ",109375,35%,In-store,2021,10,109375
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,$50.00 ,525,"$262,500 ",65625,25%,In-store,2021,10,65625
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,500,"$250,000 ",75000,30%,In-store,2021,10,75000
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Apparel,$60.00 ,500,"$300,000 ",105000,35%,In-store,2021,10,105000
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Apparel,$65.00 ,625,"$406,250 ",203125,50%,In-store,2021,10,203125
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,$60.00 ,775,"$465,000 ",209250,45%,In-store,2021,11,209250
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,600,"$300,000 ",105000,35%,In-store,2021,11,105000
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,$50.00 ,545,"$272,500 ",68125,25%,In-store,2021,11,68125
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,575,"$287,500 ",86250,30%,In-store,2021,11,86250
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Apparel,$65.00 ,550,"$357,500 ",125125,35%,In-store,2021,11,125125
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Apparel,$70.00 ,650,"$455,000 ",227500,50%,In-store,2021,11,227500
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,$65.00 ,875,"$568,750 ",255938,45%,In-store,2021,12,255938
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,675,"$371,250 ",129938,35%,In-store,2021,12,129938
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,625,"$343,750 ",85938,25%,In-store,2021,12,85938
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,$55.00 ,575,"$316,250 ",94875,30%,In-store,2021,12,94875
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,$65.00 ,575,"$373,750 ",130813,35%,In-store,2021,12,130813
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,$70.00 ,675,"$472,500 ",236250,50%,In-store,2021,12,236250
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,$40.00 ,800,"$320,000 ",160000,50%,In-store,2021,1,160000
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,$40.00 ,600,"$240,000 ",72000,30%,In-store,2021,1,72000
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,$30.00 ,600,"$180,000 ",63000,35%,In-store,2021,1,63000
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,$35.00 ,450,"$157,500 ",55125,35%,In-store,2021,1,55125
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Apparel,$50.00 ,500,"$250,000 ",75000,30%,In-store,2021,1,75000
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Apparel,$40.00 ,600,"$240,000 ",60000,25%,In-store,2021,1,60000
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,$40.00 ,850,"$340,000 ",170000,50%,In-store,2021,2,170000
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,$40.00 ,500,"$200,000 ",60000,30%,In-store,2021,2,60000
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,$30.00 ,550,"$165,000 ",57750,35%,In-store,2021,2,57750
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,$35.00 ,425,"$148,750 ",52063,35%,In-store,2021,2,52063
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,500,"$250,000 ",75000,30%,In-store,2021,2,75000
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,$40.00 ,600,"$240,000 ",60000,25%,In-store,2021,2,60000
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,$40.00 ,820,"$328,000 ",164000,50%,In-store,2021,3,164000
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$40.00 ,525,"$210,000 ",63000,30%,In-store,2021,3,63000
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,$30.00 ,550,"$165,000 ",57750,35%,In-store,2021,3,57750
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$35.00 ,400,"$140,000 ",49000,35%,In-store,2021,3,49000
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,450,"$225,000 ",67500,30%,In-store,2021,3,67500
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,$40.00 ,550,"$220,000 ",55000,25%,In-store,2021,3,55000
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,$40.00 ,800,"$320,000 ",160000,50%,In-store,2021,4,160000
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,$40.00 ,500,"$200,000 ",60000,30%,In-store,2021,4,60000
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,$30.00 ,500,"$150,000 ",52500,35%,In-store,2021,4,52500
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,$35.00 ,425,"$148,750 ",52063,35%,In-store,2021,4,52063
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,425,"$212,500 ",63750,30%,In-store,2021,4,63750
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,$40.00 ,550,"$220,000 ",55000,25%,In-store,2021,4,55000
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,820,"$410,000 ",205000,50%,In-store,2021,5,205000
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$45.00 ,525,"$236,250 ",70875,30%,In-store,2021,5,70875
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,500,"$200,000 ",70000,35%,In-store,2021,5,70000
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00 ,450,"$180,000 ",63000,35%,In-store,2021,5,63000
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,475,"$237,500 ",71250,30%,In-store,2021,5,71250
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,600,"$330,000 ",82500,25%,In-store,2021,5,82500
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,850,"$425,000 ",212500,50%,In-store,2021,6,212500
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,$45.00 ,600,"$270,000 ",81000,30%,In-store,2021,6,81000
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,525,"$210,000 ",73500,35%,In-store,2021,6,73500
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00 ,500,"$200,000 ",70000,35%,In-store,2021,6,70000
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,500,"$250,000 ",75000,30%,In-store,2021,6,75000
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,650,"$357,500 ",89375,25%,In-store,2021,6,89375
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,875,"$437,500 ",218750,50%,In-store,2021,7,218750
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$45.00 ,625,"$281,250 ",84375,30%,In-store,2021,7,84375
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,550,"$220,000 ",77000,35%,In-store,2021,7,77000
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00 ,500,"$200,000 ",70000,35%,In-store,2021,7,70000
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,525,"$262,500 ",78750,30%,In-store,2021,7,78750
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,700,"$385,000 ",96250,25%,In-store,2021,7,96250
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,850,"$425,000 ",212500,50%,In-store,2021,8,212500
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,$45.00 ,625,"$281,250 ",84375,30%,In-store,2021,8,84375
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,550,"$220,000 ",77000,35%,In-store,2021,8,77000
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00 ,525,"$210,000 ",73500,35%,In-store,2021,8,73500
